agent,budget,metric,n_paired_arms,estimate,cluster_bootstrap_ci_low,cluster_bootstrap_ci_high,historical_mean,candidate_mean,direction
codex,0,replay_failure,46,0.2608695652173913,0.0,0.5454545454545454,0.391304347826087,0.6521739130434783,candidate_minus_historical
codex,0,recovery_sessions,46,0.0,0.0,0.0,0.0,0.0,candidate_minus_historical
codex,0,recovery_tool_calls,46,0.0,0.0,0.0,0.0,0.0,candidate_minus_historical
codex,0,recovery_agent_seconds,46,0.0,0.0,0.0,0.0,0.0,candidate_minus_historical
codex,1,replay_failure,46,0.24637681159420288,0.06944444444444443,0.44927536231884047,0.2608695652173913,0.5072463768115942,candidate_minus_historical
codex,1,recovery_sessions,46,0.2608695652173913,0.0,0.5454545454545454,0.391304347826087,0.6521739130434783,candidate_minus_historical
codex,1,recovery_tool_calls,46,3.108695652173913,0.5289855072463768,5.9275362318840585,3.6376811594202905,6.746376811594202,candidate_minus_historical
codex,1,recovery_agent_seconds,46,75.78209654662919,26.633335412412453,130.48584297083426,54.84562770525614,130.62772425188535,candidate_minus_historical
codex,3,replay_failure,46,0.2463768115942029,0.023809523809523808,0.5208333333333334,0.043478260869565216,0.2898550724637681,candidate_minus_historical
codex,3,recovery_sessions,46,0.6884057971014492,0.1875,1.2463768115942029,0.8695652173913045,1.5579710144927537,candidate_minus_historical
codex,3,recovery_tool_calls,46,9.623188405797102,2.1956521739130435,18.07246376811594,7.985507246376812,17.608695652173914,candidate_minus_historical
codex,3,recovery_agent_seconds,46,143.57219643350965,31.776395493083527,270.3024874960167,118.87509160110918,262.44728803461874,candidate_minus_historical
codex,6,replay_failure,46,0.06521739130434782,0.0,0.1590909090909091,0.0,0.06521739130434782,candidate_minus_historical
codex,6,recovery_sessions,46,1.5507246376811594,0.4848484848484849,2.7083333333333335,0.7971014492753624,2.347826086956522,candidate_minus_historical
codex,6,recovery_tool_calls,46,20.55072463768116,6.618055555555557,36.32638888888889,7.3768115942028984,27.927536231884055,candidate_minus_historical
codex,6,recovery_agent_seconds,46,310.51197776068807,99.65077150199147,551.7450932523478,102.3232913259147,412.835269086603,candidate_minus_historical
codex,10,replay_failure,46,0.0,0.0,0.0,0.0,0.0,candidate_minus_historical
codex,10,recovery_sessions,46,1.5942028985507246,0.4318181818181819,2.875,0.8985507246376813,2.492753623188406,candidate_minus_historical
codex,10,recovery_tool_calls,46,20.19565217391304,5.190476190476191,37.29710144927535,9.594202898550725,29.789855072463773,candidate_minus_historical
codex,10,recovery_agent_seconds,46,317.30074469593995,74.60063120593195,606.8089761146601,123.88822569708893,441.18897039302874,candidate_minus_historical
